STNAME,CTYNAME,POPESTIMATE2019,NPOPCHG_2019,BIRTHS2019,DEATHS2019,NATURALINC2019,INTERNATIONALMIG2019,DOMESTICMIG2019,NETMIG2019,RESIDUAL2019,GQESTIMATES2019,RBIRTH2019,RDEATH2019,RNATURALINC2019,RINTERNATIONALMIG2019,RDOMESTICMIG2019,RNETMIG2019,Personal income (Thousands of dollars) ,# Firearm Fatalities,County Value,AIAN,Asian,Black,Hispanic,White
Virginia,Bath County,4147,-106,30,62,-32,-1,-73,-74,0,53,7.142857143,14.76190476,-7.619047619,-0.238095238,-17.38095238,-17.61904762,273827,,,,,,,
Virginia,Bedford County,78997,115,679,867,-188,19,289,308,-5,547,8.601523952,10.98309465,-2.381570697,0.240690656,3.66103155,3.901722205,3721891,63,16,,,,,
Virginia,Bland County,6280,-23,39,79,-40,-2,19,17,0,676,6.198839704,12.55662402,-6.357784312,-0.317889216,3.019947548,2.702058333,232383,,,,,,,
Virginia,Botetourt County,33419,67,229,359,-130,4,198,202,-5,287,6.85926525,10.75317129,-3.893906037,0.119812493,5.930718426,6.050530919,1709092,28,17,,,,,
Virginia,Brunswick County,16231,-105,139,222,-83,5,-26,-21,-1,2188,8.53624835,13.63343262,-5.097184266,0.307059293,-1.596708324,-1.289649031,534719,,,,,,,
Virginia,Buchanan County,21004,-365,184,309,-125,12,-253,-241,1,1026,8.684775683,14.58475916,-5.89998348,0.566398414,-11.94156656,-11.37516815,773058,24,22,,,,,
Virginia,Buckingham County,17148,105,126,157,-31,1,135,136,0,2220,7.370360621,9.183703314,-1.813342693,0.058494926,7.896814951,7.955309877,521526,10,12,,,,,
Virginia,Campbell County,54885,-252,478,577,-99,33,-185,-152,-1,456,8.689171257,10.48881133,-1.799640072,0.599880024,-3.362963771,-2.763083747,2584940.5,,,,,,,
Virginia,Caroline County,30725,-26,343,289,54,5,-84,-79,-1,513,11.15882621,9.402043074,1.756783135,0.162665105,-2.732773765,-2.57010866,1343383,42,15,,,,,
Virginia,Carroll County,29791,50,199,383,-184,16,220,236,-2,337,6.685480078,12.8670295,-6.181549419,0.537526036,7.390983001,7.928509037,646032,27,18,,,,,
Virginia,Charles City County,6963,-37,52,92,-40,1,3,4,-1,0,7.448256105,13.17768388,-5.729427773,0.143235694,0.429707083,0.572942777,332789,23,15,,,,,
Virginia,Charlotte County,11880,-64,115,158,-43,4,-25,-21,0,175,9.654130289,13.26393553,-3.609805238,0.335795836,-2.098723976,-1.76292814,422642,13,22,,,,,
Virginia,Chesterfield County,352802,4521,3868,2622,1246,257,3032,3289,-14,4573,11.03435685,7.479856165,3.55450068,0.733151424,8.649475169,9.382626593,19457788,216,13,,,19,,12
Virginia,Clarke County,14619,108,122,142,-20,-1,130,129,-1,180,8.376244422,9.749399245,-1.373154823,-0.068657741,8.925506351,8.85684861,972408,12,17,,,,,
Virginia,Craig County,5131,29,39,62,-23,-1,52,51,1,9,7.622398124,12.11765856,-4.495260432,-0.195446106,10.1631975,9.967751393,198978,,,,,,,
Virginia,Culpeper County,52605,810,659,467,192,48,570,618,0,1474,12.62452107,8.946360153,3.67816092,0.91954023,10.91954023,11.83908046,2498281,33,13,,,,,
Virginia,Cumberland County,9932,75,72,107,-35,0,110,110,0,37,7.276769923,10.81408864,-3.537318712,0,11.11728738,11.11728738,380349,,,,,,,
Virginia,Dickenson County,14318,-208,123,205,-82,0,-126,-126,0,511,8.528636805,14.21439468,-5.68575787,0,-8.736652337,-8.736652337,479225,19,26,,,,,
Virginia,Dinwiddie County,28544,-89,192,277,-85,4,-7,-3,-1,864,6.715987198,9.689210697,-2.973223499,0.1399164,-0.2448537,-0.1049373,1036671.67,23,16,,,,,
Virginia,Essex County,10953,57,107,117,-10,5,61,66,1,190,9.794498604,10.70987231,-0.915373701,0.457686851,5.583779578,6.041466429,467470,,,,,,,
Virginia,Fairfax County,1147532,-931,13769,5708,8061,5146,-14214,-9068,76,10607,11.99392856,4.972136263,7.021792295,4.482588159,-12.38156006,-7.898971905,34131480,252,4,,2,4,3,6
Virginia,Fauquier County,71222,580,727,605,122,12,453,465,-7,389,10.24925281,8.529295664,1.719957142,0.169176112,6.386398241,6.555574353,5128177,33,9,,,,,
Virginia,Floyd County,15749,-41,144,192,-48,-6,15,9,-2,85,9.131551413,12.17540188,-3.043850471,-0.380481309,0.951203272,0.570721963,620065,10,13,,,,,
Virginia,Fluvanna County,27270,372,290,213,77,4,292,296,-1,1251,10.70742874,7.864421799,2.843006941,0.147688672,10.78127308,10.92896175,1245127,14,11,,,,,
Virginia,Franklin County,56042,-149,456,681,-225,-15,95,80,-4,1160,8.12595226,12.13546818,-4.009515918,-0.267301061,1.692906721,1.42560566,2352223,39,14,,,,,
Virginia,Frederick County,89313,1140,949,755,194,3,943,946,0,1175,10.6938012,8.507713284,2.186087917,0.033805483,10.62619024,10.65999572,3050019.5,53,12,,,,,
Virginia,Giles County,16720,-79,166,217,-51,-1,-26,-27,-1,136,9.904830096,12.94788031,-3.04305021,-0.059667651,-1.551358931,-1.611026582,675231,13,15,,,,,
Virginia,Gloucester County,37348,7,338,450,-112,-7,130,123,-4,293,9.05086425,12.0499672,-2.999102947,-0.187443934,3.481101635,3.293657701,1884322,35,19,,,,,
Virginia,Goochland County,23753,534,161,196,-35,-3,569,566,3,983,6.855147748,8.345397258,-1.49024951,-0.127735672,24.22719918,24.09946351,2491952,14,12,,,,,
Virginia,Grayson County,15550,-85,118,202,-84,-2,2,0,-1,1068,7.567740901,12.95494629,-5.387205387,-0.128266795,0.128266795,0,499321,12,15,,,,,
Virginia,Greene County,19819,127,224,148,76,12,38,50,1,137,11.33861456,7.491584622,3.847029941,0.60742578,1.923514971,2.530940751,915944,14,14,,,,,
Virginia,Greensville County,11336,-96,107,126,-19,2,-79,-77,0,3414,9.399156711,11.06816585,-1.669009136,0.175685172,-6.939564301,-6.763879129,271213.5,,,,,,,
Virginia,Halifax County,33911,-270,359,506,-147,-6,-115,-121,-2,757,10.54455736,14.8622452,-4.317687834,-0.176232156,-3.377782999,-3.554015156,1264067,30,17,,,,,
Virginia,Hanover County,107766,880,966,907,59,23,806,829,-8,1951,9.000614949,8.450887949,0.549727,0.214300356,7.509829864,7.72413022,6682331,56,11,,,,,
Virginia,Henrico County,330818,1825,3862,2832,1030,918,-113,805,-10,2751,11.70638259,8.584276406,3.122106179,2.782615022,-0.342522328,2.440092693,22475302,199,12,,,21,,10
Virginia,Henry County,50557,-493,400,744,-344,-4,-143,-147,-2,562,7.873473284,14.64466031,-6.771187025,-0.078734733,-2.814766699,-2.893501432,1237520.5,50,20,,,,,
Virginia,Highland County,2190,-18,17,31,-14,0,-4,-4,0,0,7.730786721,14.09731696,-6.366530241,0,-1.81900864,-1.81900864,96147,,,,,,,
Virginia,Isle of Wight County,37109,137,376,397,-21,7,156,163,-5,310,10.15105088,10.71799787,-0.56694699,0.18898233,4.211606215,4.400588545,2091796,33,18,,,,,
Virginia,James City County,76523,490,721,778,-57,37,516,553,-6,1143,9.452266709,10.19953329,-0.747266578,0.485067778,6.764729018,7.249796796,2993446.5,35,9,,,,,
Virginia,King and Queen County,7025,-20,59,94,-35,1,14,15,0,0,8.386638237,13.36176262,-4.975124378,0.142146411,1.990049751,2.132196162,312442,,,,,,,
Virginia,King George County,26836,224,287,169,118,3,104,107,-1,301,10.73941027,6.323903607,4.415506661,0.112258644,3.891632989,4.003891633,1488210,18,14,,,,,
Virginia,King William County,17148,229,204,141,63,1,166,167,-1,72,11.97639945,8.277805501,3.698593947,0.05870784,9.745501512,9.804209352,825521,16,19,,,,,
Virginia,Lancaster County,10603,-93,62,206,-144,4,48,52,-1,183,5.821869571,19.34363116,-13.52176159,0.375604489,4.507253862,4.88285835,643886,10,18,,,,,
Virginia,Lee County,23423,-233,197,329,-132,-7,-95,-102,1,1460,8.368911829,13.97650757,-5.607595743,-0.297372502,-4.035769664,-4.333142165,699238,20,17,,,,,
Virginia,Loudoun County,413538,8016,5016,1602,3414,1039,3566,4605,-3,1696,12.24818695,3.911801333,8.336385613,2.537054672,8.707542793,11.24459747,33411579,122,6,,,6,,9
Virginia,Louisa County,37591,807,388,383,5,0,799,799,3,211,10.43361345,10.29915966,0.134453782,0,21.48571429,21.48571429,1634680,39,22,,,,,
Virginia,Lunenburg County,12196,-19,117,159,-42,8,17,25,-2,1000,9.585842448,13.0269141,-3.441071648,0.655442219,1.392814715,2.048256933,402941,15,25,,,,,
Virginia,Madison County,13261,13,129,128,1,11,2,13,-1,193,9.732543664,9.65709759,0.075446075,0.829906824,0.15089215,0.980798974,642163,19,29,,,,,
Virginia,Mathews County,8834,42,67,126,-59,1,103,104,-3,86,7.602405537,14.29706116,-6.694655622,0.113468739,11.68728015,11.80074889,496837,,,,,,,
Virginia,Mecklenburg County,30587,-37,312,482,-170,-2,136,134,-1,925,10.19424613,15.74880332,-5.554557187,-0.065347732,4.44364575,4.378298018,1144160,27,18,,,,,
Virginia,Middlesex County,10582,-151,88,147,-59,1,-92,-91,-1,377,8.257095942,13.79310345,-5.536007506,0.093830636,-8.632418485,-8.538587849,557974,,,,,,,
Virginia,Montgomery County,98535,3,804,669,135,276,-412,-136,4,9832,8.159661435,6.78956903,1.370092405,2.801077806,-4.181319044,-1.380241238,2186163.5,35,7,,,,,
Virginia,Nelson County,14930,68,147,159,-12,-1,82,81,-1,102,9.868421053,10.67400645,-0.805585392,-0.067132116,5.504833512,5.437701396,776298,13,17,,,,,
Virginia,New Kent County,23091,774,233,165,68,0,702,702,4,552,10.26250881,7.267441861,2.995066949,0,30.91966173,30.91966173,1711650,17,16,,,,,
Virginia,Northampton County,11710,-51,120,188,-68,2,16,18,-1,255,10.22538452,16.01976908,-5.79438456,0.170423075,1.363384602,1.533807678,660088,13,22,,,,,
Virginia,Northumberland County,12095,-73,88,181,-93,0,21,21,-1,0,7.253843301,14.91983679,-7.665993488,0,1.731030788,1.731030788,655054,,,,,,,
Virginia,Nottoway County,15232,-168,170,224,-54,0,-114,-114,0,2253,11.09950379,14.62522852,-3.525724732,0,-7.443196657,-7.443196657,538983,,,,,,,
Virginia,Orange County,37051,453,467,362,105,15,331,346,2,601,12.68177436,9.830411818,2.851362544,0.407337506,8.988580972,9.395918478,1868721,21,12,,,,,
Virginia,Page County,23902,-70,244,299,-55,1,-14,-13,-2,194,10.19342441,12.49112253,-2.297698124,0.04177633,-0.584868613,-0.543092284,934564,17,14,,,,,
Virginia,Patrick County,17608,-55,153,240,-87,-4,37,33,-1,295,8.675682572,13.60891384,-4.933231266,-0.226815231,2.098040883,1.871225653,589823,19,21,,,,,
Virginia,Pittsylvania County,60354,-547,491,766,-275,-1,-269,-270,-2,1071,8.098635108,12.63453054,-4.535895427,-0.016494165,-4.436930436,-4.453424601,1915496,61,20,,,19,,21
Virginia,Powhatan County,29652,442,241,236,5,-2,440,438,-1,1119,8.188644626,8.018755734,0.169888893,-0.067955557,14.95022255,14.882267,1743959,18,13,,,,,
Virginia,Prince Edward County,22802,-104,210,236,-26,19,-96,-77,-1,4055,9.188763455,10.32641988,-1.137656428,0.831364313,-4.200577579,-3.369213267,721816,16,14,,,,,
Virginia,Prince George County,38353,360,327,257,70,15,280,295,-5,4055,8.566264113,6.73250727,1.833756844,0.392947895,7.335027375,7.727975271,1185764,23,12,,,,,
Virginia,Prince William County,470335,4100,6503,2152,4351,1264,-1529,-265,14,2771,13.88684241,4.595492062,9.291350353,2.699210951,-3.265105651,-0.565894701,9939357.33,160,7,,,9,4,8
Virginia,Pulaski County,34027,-33,308,452,-144,-3,115,112,-1,1089,9.047248373,13.27713073,-4.229882356,-0.088122549,3.378031049,3.289908499,1361222,27,16,,,,,
Virginia,Rappahannock County,7370,25,52,71,-19,3,41,44,0,35,7.067618077,9.65001699,-2.582398913,0.407747197,5.572545022,5.980292219,502106,,,,,,,
Virginia,Richmond County,9023,53,71,105,-34,4,83,87,0,1664,7.891957984,11.67120547,-3.779247485,0.444617351,9.225810037,9.670427388,335960,,,,,,,
Virginia,Roanoke County,94186,100,697,1059,-362,115,354,469,-7,2346,7.404181185,11.24968131,-3.845500127,1.221636781,3.760516699,4.98215348,3116079,62,13,,,,,
Virginia,Rockbridge County,22573,-188,122,255,-133,3,-54,-51,-4,502,5.38227379,11.24983456,-5.867560771,0.132350995,-2.382317907,-2.249966912,748791,16,14,,,,,
Virginia,Rockingham County,81948,687,855,772,83,38,568,606,-2,1636,10.47736338,9.460262608,1.017100773,0.465660595,6.960400468,7.426061063,2738345.5,48,12,,,,,
Virginia,Russell County,26586,-209,229,357,-128,0,-79,-79,-2,432,8.579831775,13.37554561,-4.795713831,0,-2.95985463,-2.95985463,896105,23,17,,,,,
Virginia,Scott County,21566,-106,176,302,-126,-1,23,22,-2,792,8.140987095,13.96919377,-5.82820667,-0.046255608,1.063878995,1.017623387,721775,34,31,,,,,
Virginia,Shenandoah County,43616,143,452,484,-32,7,170,177,-2,427,10.38018579,11.1150662,-0.73488041,0.16075509,3.904052177,4.064807266,2018124,34,16,,,,,
Virginia,Smyth County,30104,-350,286,485,-199,-2,-147,-149,-2,768,9.445490274,16.01770204,-6.572211764,-0.06605238,-4.854849896,-4.920902276,1110683,29,19,,,,,
Virginia,Southampton County,17631,-82,122,205,-83,0,2,2,-1,1576,6.903576279,11.60027162,-4.696695337,0,0.113173382,0.113173382,557293,11,12,,,,,
Virginia,Spotsylvania County,136215,2204,1481,1017,464,32,1711,1743,-3,524,10.96119544,7.527032928,3.434162516,0.236838794,12.66347428,12.90031307,4299583,66,10,,,11,,11
Virginia,Stafford County,152882,3058,1773,813,960,91,2018,2109,-11,3608,11.71433668,5.371548631,6.342788052,0.601243451,13.33306905,13.9343125,8533547,66,9,,,,,
Virginia,Surry County,6422,-41,56,68,-12,0,-30,-30,1,0,8.692277843,10.55490881,-1.862630966,0,-4.656577416,-4.656577416,282174,,,,,,,
Virginia,Sussex County,11159,-82,86,129,-43,2,-41,-39,0,2599,7.678571429,11.51785714,-3.839285714,0.178571429,-3.660714286,-3.482142857,356043,,,,,,,
Virginia,Tazewell County,40595,-463,408,621,-213,-9,-240,-249,-1,1763,9.993509118,15.21070873,-5.217199613,-0.220445054,-5.878534775,-6.098979829,1525974,36,17,,,,,
Virginia,Warren County,40164,158,457,395,62,2,94,96,0,679,11.40077336,9.854060122,1.546713234,0.049893975,2.345016839,2.394910815,1525974,31,16,,,,,
Virginia,Washington County,53740,-327,446,692,-246,-7,-71,-78,-3,1781,8.274045285,12.83775636,-4.563711076,-0.129861697,-1.317168644,-1.447030341,1903727,48,18,,,,,
Virginia,Westmoreland County,18015,198,181,222,-41,-6,245,239,0,70,10.1027015,12.39115874,-2.288457245,-0.334896182,13.67492744,13.34003126,812960,10,11,,,,,
Virginia,Wise County,37383,-492,336,479,-143,-1,-348,-349,0,2906,8.929283266,12.7295437,-3.800260437,-0.026575248,-9.248186239,-9.274761487,684348.5,32,17,,,,,
Virginia,Wythe County,28684,-14,299,397,-98,-7,94,87,-3,260,10.4213865,13.83709177,-3.415705273,-0.243978948,3.276288732,3.032309784,1020053,22,15,,,,,
Virginia,York County,68280,304,596,523,73,67,171,238,-7,647,8.74823861,7.676726163,1.071512447,0.983442931,2.509981212,3.493424143,2419845.5,28,8,,,,,
Virginia,Alexandria city,159428,359,2566,782,1784,1208,-2615,-1407,-18,1834,16.1131816,4.910564307,11.20261729,7.58562875,-16.42087681,-8.835248056,14296000,39,5,,,6,,6
Virginia,Bristol city,16762,77,126,235,-109,-8,194,186,0,225,7.53430801,14.0520824,-6.517774389,-0.478368763,11.60044249,11.12207373,943394,,,,,,,
Virginia,Buena Vista city,6478,-16,91,74,17,-5,-27,-32,-1,490,14.03021893,11.40918902,2.621029911,-0.77089115,-4.162812211,-4.933703361,748791,,,,,,,
Virginia,Charlottesville city,47266,-240,568,312,256,184,-681,-497,1,2423,11.98666273,6.584223188,5.402439539,3.883003419,-14.37133331,-10.48832989,5961782.5,16,7,,,,,
Virginia,Chesapeake city,244835,2476,2865,1920,945,94,1458,1552,-21,4313,11.76122859,7.881870466,3.87935812,0.385883242,5.985295385,6.371178627,12272093,170,14,,,16,14,14
Virginia,Colonial Heights city,17370,-134,281,210,71,7,-212,-205,0,171,16.11515742,12.04335608,4.071801342,0.401445203,-12.15805471,-11.75660951,1036671.67,21,24,,,,,
Virginia,Covington city,5538,-40,67,73,-6,6,-39,-33,-1,87,12.05469593,13.13422094,-1.079525009,1.079525009,-7.016912558,-5.937387549,410557.5,,,,,,,
Virginia,Danville city,40044,-605,443,658,-215,21,-410,-389,-1,1578,10.97988673,16.30872566,-5.328838933,0.520491245,-10.16197192,-9.641480674,1915496,73,35,,,41,,30
Virginia,Emporia city,5346,-17,51,72,-21,-3,9,6,-2,246,9.524698851,13.44663367,-3.921934821,-0.560276403,1.680829209,1.120552806,271213.5,,,,,,,
Virginia,Fairfax city,24019,294,673,203,470,140,-315,-175,-1,521,28.19202413,8.503686327,19.6883378,5.86461126,-13.19537534,-7.330764075,34131480,,,,,,,
Virginia,Falls Church city,14617,150,201,80,121,22,8,30,-1,42,13.82203273,5.50130656,8.320726173,1.512859304,0.550130656,2.06298996,34131480,,,,,,,
Virginia,Franklin city,7967,-122,155,110,45,-1,-166,-167,0,129,19.30742402,13.70204285,5.605381166,-0.124564026,-20.6776283,-20.80219233,557293,,,,,,,
Virginia,Fredericksburg city,29036,-135,429,201,228,36,-399,-363,0,2677,14.74049513,6.90638583,7.8341093,1.236964626,-13.70969127,-12.47272665,4299583,21,15,,,,,
Virginia,Galax city,6347,-1,69,116,-47,-5,53,48,-2,377,10.87042143,18.27491138,-7.404489957,-0.787711698,8.349743994,7.562032296,646032,,,,,,,
Virginia,Hampton city,134510,180,1686,1307,379,70,-264,-194,-5,4965,12.54277637,9.723255468,2.819520905,0.52075584,-1.963993453,-1.443237613,5713242,132,20,,,25,,15
Virginia,Harrisonburg city,53016,-472,580,283,297,219,-994,-775,6,7688,10.89160971,5.31435439,5.577255314,4.112521595,-18.6659656,-14.553444,2738345.5,19,7,,,,,
Virginia,Hopewell city,22529,51,347,296,51,27,-25,2,-2,237,15.41982358,13.15350945,2.266314129,1.199813362,-1.110938298,0.088875064,1185761,27,24,,,,,
Virginia,Lexington city,7446,149,115,58,57,0,91,91,1,2751,15.60062403,7.868140813,7.732483212,0,12.34484162,12.34484162,748791,,,,,,,
Virginia,Lynchburg city,82168,859,1197,792,405,205,248,453,1,11043,14.64426188,9.689436435,4.95482545,2.507998067,3.034065954,5.542064021,2584940.5,44,11,,,15,,10
Virginia,Manassas city,41085,39,750,207,543,98,-601,-503,-1,46,18.26350586,5.040727618,13.22277825,2.386431433,-14.63515603,-12.2487246,9939357.33,17,8,,,,,
Virginia,Manassas Park city,17478,-240,14,37,-23,98,-314,-216,-1,6,0.795544948,2.102511649,-1.306966701,5.568814638,-17.8429367,-12.27412206,9939357.33,,,,,,,
Virginia,Martinsville city,12554,-73,183,239,-56,10,-27,-17,0,377,14.53476828,18.98256622,-4.447797943,0.794249633,-2.144474008,-1.350224376,1237520.5,17,26,,,,,
Virginia,Newport News city,179225,702,2633,1538,1095,192,-575,-383,-10,7964,14.71985867,8.598231157,6.121627514,1.073381263,-3.214553261,-2.141171998,7467480,171,19,,,29,,12
Virginia,Norfolk city,242742,-843,3321,2077,1244,265,-2334,-2069,-18,34141,13.65747738,8.541577992,5.115899385,1.089801718,-9.598480035,-8.508678317,9610101,250,20,,,30,,16
Virginia,Norton city,3981,9,39,46,-7,1,16,17,-1,68,9.807619766,11.56796178,-1.760342009,0.25147743,4.023638878,4.275116308,684348.5,,,,,,,
Virginia,Petersburg city,31346,290,686,495,191,15,85,100,-1,884,21.98647479,15.86487613,6.121598667,0.480753822,2.724271658,3.20502548,1036671.67,77,48,,,,,
Virginia,Poquoson city,12271,102,107,113,-6,-1,111,110,-2,51,8.75613748,9.247135843,-0.490998363,-0.081833061,9.083469722,9.001636661,2419845.5,,,,,,,
Virginia,Portsmouth city,94398,-352,1415,1050,365,90,-796,-706,-11,3078,14.96182883,11.10241716,3.859411678,0.951635756,-8.416689576,-7.46505382,3857256,119,25,,,30,,22
Virginia,Radford city,18249,148,144,97,47,11,91,102,-1,3469,7.922971114,5.337001376,2.585969739,0.60522696,5.006877579,5.612104539,2186163.5,,,,,,,
Virginia,Richmond city,230436,1215,3037,2046,991,374,-143,231,-7,12519,13.21420102,8.902290186,4.311910838,1.627300357,-0.622203078,1.005097279,12750699,255,23,,,37,,8
Virginia,Roanoke city,99143,134,1319,1218,101,235,-195,40,-7,2100,13.31301223,12.2935928,1.019419436,2.371916509,-1.968186039,0.40373047,4215302,96,19,,,27,,18
Virginia,Salem city,25301,8,300,331,-31,11,30,41,-2,1996,11.85911373,13.08455548,-1.225441752,0.43483417,1.185911373,1.620745543,3116079,21,16,,,,,
Virginia,Staunton city,24932,370,338,348,-10,22,356,378,2,992,13.6582212,14.06231058,-0.404089385,0.888996646,14.38558209,15.27457874,1848352,19,15,,,,,
Virginia,Suffolk city,92108,1133,1136,845,291,11,827,838,4,996,12.40967212,9.230786037,3.178886079,0.120164079,9.034153908,9.154317987,4801134,46,10,,,12,,9
Virginia,Virginia Beach city,449974,125,5514,3319,2195,296,-2367,-2071,1,9793,12.25574363,7.377006367,4.878737263,0.657907166,-5.26103467,-4.603127504,25924872,266,12,,,14,,13
Virginia,Waynesboro city,22630,99,357,249,108,53,-60,-7,-2,192,15.81010164,11.02721375,4.78288789,2.347157946,-2.657159939,-0.310001993,1848352,16,14,,,,,
Virginia,Williamsburg city,14954,-48,77,74,3,40,-90,-50,-1,4281,5.140873281,4.940579517,0.200293764,2.670583523,-6.008812926,-3.338229403,2993446.5,,,,,,,
Virginia,Winchester city,28078,116,338,256,82,80,-44,36,-2,1079,12.06281228,9.136331192,2.926481085,2.855103498,-1.570306924,1.284796574,3050019.5,11,8,,,,,
Washington,Adams County,19983,247,388,100,288,24,-65,-41,0,162,19.53724918,5.035373499,14.50187568,1.20848964,-3.272992774,-2.064503135,837654,,,,,,,
Washington,Asotin County,22582,-34,223,266,-43,-27,38,11,-2,174,9.867693261,11.77043232,-1.902739059,-1.19474313,1.681490331,0.486747201,1047339,22,20,,,,,
Washington,Benton County,204390,3104,2578,1467,1111,256,1740,1996,-3,1422,12.70965007,7.232372632,5.477277433,1.26209093,8.578274288,9.840365218,9858581,115,12,,,,8,13
Washington,Chelan County,77200,448,851,687,164,7,279,286,-2,931,11.05539389,8.924859697,2.130534193,0.090937435,3.62450634,3.715443775,4277976,47,12,,,,9,14
Washington,Clallam County,77331,780,632,1061,-429,44,1162,1206,3,1818,8.214086118,13.78978698,-5.575700862,0.571866755,15.10248112,15.67434788,3603595,73,19,,,,,
Washington,Clark County,488241,6814,5574,3766,1808,139,4847,4986,20,3419,11.49671846,7.767607057,3.729111407,0.286696065,9.997236167,10.28393223,26875662,223,9,,,24,7,10
Washington,Columbia County,3985,-54,38,44,-6,15,-64,-49,1,75,9.471585244,10.9670987,-1.49551346,3.738783649,-15.95214357,-12.21335992,222415,,,,,,,
